"Player_id","Name","Photo","Number"
149550,Japhet Tanganga,https://media.api-sports.io/football/players/149550.png,25
168,Davinson Sánchez,https://media.api-sports.io/football/players/168.png,6
19321,Joe Rodon,https://media.api-sports.io/football/players/19321.png,14
182,Harry Winks,https://media.api-sports.io/football/players/182.png,8
176,Érik Lamela,https://media.api-sports.io/football/players/176.png,11
18742,Matt Doherty,https://media.api-sports.io/football/players/18742.png,2
178,Lucas Moura,https://media.api-sports.io/football/players/178.png,27
758,Gareth Bale,https://media.api-sports.io/football/players/758.png,9
162446,Lewis Bate,https://media.api-sports.io/football/players/162446.png,54
2932,Jordan Pickford,https://media.api-sports.io/football/players/2932.png,1
18758,Séamus Coleman,https://media.api-sports.io/football/players/18758.png,23
2484,Yerry Mina,https://media.api-sports.io/football/players/2484.png,13
19150,Mason Holgate,https://media.api-sports.io/football/players/19150.png,4
19073,Ben Godfrey,https://media.api-sports.io/football/players/19073.png,22
18805,Abdoulaye Doucouré,https://media.api-sports.io/football/players/18805.png,16
18762,Tom Davies,https://media.api-sports.io/football/players/18762.png,26
2413,Richarlison,https://media.api-sports.io/football/players/2413.png,7
2795,Gylfi Sigurðsson,https://media.api-sports.io/football/players/2795.png,10
18761,Bernard,https://media.api-sports.io/football/players/18761.png,20
18766,Dominic Calvert-Lewin,https://media.api-sports.io/football/players/18766.png,9
766,Robin Olsen,https://media.api-sports.io/football/players/766.png,33
2727,Jonas Lössl,https://media.api-sports.io/football/players/2727.png,49
2934,Michael Keane,https://media.api-sports.io/football/players/2934.png,5
156490,Niels Nkounkou,https://media.api-sports.io/football/players/156490.png,18
17661,Jarrad Branthwaite,https://media.api-sports.io/football/players/17661.png,32
18765,André Gomes,https://media.api-sports.io/football/players/18765.png,21
138787,Anthony Gordon,https://media.api-sports.io/football/players/138787.png,24
517,James Rodríguez,https://media.api-sports.io/football/players/517.png,19
18768,Cenk Tosun,https://media.api-sports.io/football/players/18768.png,14
193,Danilo D'Ambrosio,https://media.api-sports.io/football/players/193.png,33
860,Alex Sandro,https://media.api-sports.io/football/players/860.png,12
162498,Radu Drăguşin,https://media.api-sports.io/football/players/162498.png,37
59,Álvaro Morata,https://media.api-sports.io/football/players/59.png,9
145539,Wesley,https://media.api-sports.io/football/players/145539.png,52
56286,Riccardo Capellini,https://media.api-sports.io/football/players/56286.png,55
136016,Hamza Rafia,https://media.api-sports.io/football/players/136016.png,50
31402,Filippo Ranocchia,https://media.api-sports.io/football/players/31402.png,56
135749,Felix Correia,https://media.api-sports.io/football/players/135749.png,53
162500,Giovanni Garofani,https://media.api-sports.io/football/players/162500.png,42
866,Juan Cuadrado,https://media.api-sports.io/football/players/866.png,16
30454,Daouda Peeters,https://media.api-sports.io/football/players/30454.png,51
129687,Marley Aké,https://media.api-sports.io/football/players/129687.png,58
162713,Alejandro Marqués,https://media.api-sports.io/football/players/162713.png,57
280,Alisson,https://media.api-sports.io/football/players/280.png,1
283,Trent Alexander-Arnold,https://media.api-sports.io/football/players/283.png,66
292,Jordan Henderson,https://media.api-sports.io/football/players/292.png,14
299,Fabinho,https://media.api-sports.io/football/players/299.png,3
289,Andrew Robertson,https://media.api-sports.io/football/players/289.png,26
297,Alex Oxlade-Chamberlain,https://media.api-sports.io/football/players/297.png,15
507,Thiago Alcántara,https://media.api-sports.io/football/players/507.png,6
300,Georginio Wijnaldum,https://media.api-sports.io/football/players/300.png,5
306,Mohamed Salah,https://media.api-sports.io/football/players/306.png,11
302,Roberto Firmino,https://media.api-sports.io/football/players/302.png,9
304,Sadio Mané,https://media.api-sports.io/football/players/304.png,10
281,Caoimhin Kelleher,https://media.api-sports.io/football/players/281.png,62
138780,Neco Williams,https://media.api-sports.io/football/players/138780.png,76
162904,Rhys Williams,https://media.api-sports.io/football/players/162904.png,46
127472,Nathaniel Phillips,https://media.api-sports.io/football/players/127472.png,47
